relation_id,reference_model_id,reference_model,compatible_model_id,compatible_model,film_type,status,confidence,evidence_class,source_file,source_row,source_url,last_verified,conflict,notes
pelicula_g007__redmi_note_11_pro__samsung_galaxy_f62,redmi_note_11_pro,Redmi Note 11 Pro,samsung_galaxy_f62,Samsung Galaxy F62,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,724,,2026-07-09,pendente_teste_seco,Linha maior/intermediária; testar se a película é 3D borda preta ou full glue. Compatibilidade de pelicula nao prova compatibilidade de capinha.
pelicula_g007__redmi_note_11_pro__samsung_galaxy_m51,redmi_note_11_pro,Redmi Note 11 Pro,samsung_galaxy_m51,Samsung Galaxy M51,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,725,,2026-07-09,pendente_teste_seco,Linha maior/intermediária; testar se a película é 3D borda preta ou full glue. Compatibilidade de pelicula nao prova compatibilidade de capinha.
pelicula_g007__redmi_note_11_pro__samsung_galaxy_m52,redmi_note_11_pro,Redmi Note 11 Pro,samsung_galaxy_m52,Samsung Galaxy M52,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,726,,2026-07-09,pendente_teste_seco,Linha maior/intermediária; testar se a película é 3D borda preta ou full glue. Compatibilidade de pelicula nao prova compatibilidade de capinha.
pelicula_g007__redmi_note_11_pro__samsung_galaxy_m53,redmi_note_11_pro,Redmi Note 11 Pro,samsung_galaxy_m53,Samsung Galaxy M53,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,727,,2026-07-09,pendente_teste_seco,Linha maior/intermediária; testar se a película é 3D borda preta ou full glue. Compatibilidade de pelicula nao prova compatibilidade de capinha.
pelicula_g007__redmi_note_11_pro__samsung_galaxy_m62,redmi_note_11_pro,Redmi Note 11 Pro,samsung_galaxy_m62,Samsung Galaxy M62,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,728,,2026-07-09,pendente_teste_seco,Linha maior/intermediária; testar se a película é 3D borda preta ou full glue. Compatibilidade de pelicula nao prova compatibilidade de capinha.
pelicula_g007__redmi_note_9_pro__redmi_note_9s,redmi_note_9_pro,Redmi Note 9 Pro,redmi_note_9s,Redmi Note 9S,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,729,,2026-07-09,pendente_teste_seco,Linha maior/intermediária; testar se a película é 3D borda preta ou full glue. Compatibilidade de pelicula nao prova compatibilidade de capinha.
pelicula_g007__redmi_note_9_pro__samsung_galaxy_a71,redmi_note_9_pro,Redmi Note 9 Pro,samsung_galaxy_a71,Samsung Galaxy A71,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,730,,2026-07-09,pendente_teste_seco,Linha maior/intermediária; testar se a película é 3D borda preta ou full glue. Compatibilidade de pelicula nao prova compatibilidade de capinha.
pelicula_g007__redmi_note_9_pro__samsung_galaxy_a72,redmi_note_9_pro,Redmi Note 9 Pro,samsung_galaxy_a72,Samsung Galaxy A72,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,731,,2026-07-09,pendente_teste_seco,Linha maior/intermediária; testar se a película é 3D borda preta ou full glue. Compatibilidade de pelicula nao prova compatibilidade de capinha.
pelicula_g007__redmi_note_9_pro__samsung_galaxy_f62,redmi_note_9_pro,Redmi Note 9 Pro,samsung_galaxy_f62,Samsung Galaxy F62,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,732,,2026-07-09,pendente_teste_seco,Linha maior/intermediária; testar se a película é 3D borda preta ou full glue. Compatibilidade de pelicula nao prova compatibilidade de capinha.
pelicula_g007__redmi_note_9_pro__samsung_galaxy_m51,redmi_note_9_pro,Redmi Note 9 Pro,samsung_galaxy_m51,Samsung Galaxy M51,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,733,,2026-07-09,pendente_teste_seco,Linha maior/intermediária; testar se a película é 3D borda preta ou full glue. Compatibilidade de pelicula nao prova compatibilidade de capinha.
pelicula_g007__redmi_note_9_pro__samsung_galaxy_m52,redmi_note_9_pro,Redmi Note 9 Pro,samsung_galaxy_m52,Samsung Galaxy M52,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,734,,2026-07-09,pendente_teste_seco,Linha maior/intermediária; testar se a película é 3D borda preta ou full glue. Compatibilidade de pelicula nao prova compatibilidade de capinha.
pelicula_g007__redmi_note_9_pro__samsung_galaxy_m53,redmi_note_9_pro,Redmi Note 9 Pro,samsung_galaxy_m53,Samsung Galaxy M53,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,735,,2026-07-09,pendente_teste_seco,Linha maior/intermediária; testar se a película é 3D borda preta ou full glue. Compatibilidade de pelicula nao prova compatibilidade de capinha.
pelicula_g007__redmi_note_9_pro__samsung_galaxy_m62,redmi_note_9_pro,Redmi Note 9 Pro,samsung_galaxy_m62,Samsung Galaxy M62,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,736,,2026-07-09,pendente_teste_seco,Linha maior/intermediária; testar se a película é 3D borda preta ou full glue. Compatibilidade de pelicula nao prova compatibilidade de capinha.
pelicula_g007__redmi_note_9s__samsung_galaxy_a71,redmi_note_9s,Redmi Note 9S,samsung_galaxy_a71,Samsung Galaxy A71,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,737,,2026-07-09,pendente_teste_seco,Linha maior/intermediária; testar se a película é 3D borda preta ou full glue. Compatibilidade de pelicula nao prova compatibilidade de capinha.
pelicula_g007__redmi_note_9s__samsung_galaxy_a72,redmi_note_9s,Redmi Note 9S,samsung_galaxy_a72,Samsung Galaxy A72,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,738,,2026-07-09,pendente_teste_seco,Linha maior/intermediária; testar se a película é 3D borda preta ou full glue. Compatibilidade de pelicula nao prova compatibilidade de capinha.
pelicula_g007__redmi_note_9s__samsung_galaxy_f62,redmi_note_9s,Redmi Note 9S,samsung_galaxy_f62,Samsung Galaxy F62,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,739,,2026-07-09,pendente_teste_seco,Linha maior/intermediária; testar se a película é 3D borda preta ou full glue. Compatibilidade de pelicula nao prova compatibilidade de capinha.
pelicula_g007__redmi_note_9s__samsung_galaxy_m51,redmi_note_9s,Redmi Note 9S,samsung_galaxy_m51,Samsung Galaxy M51,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,740,,2026-07-09,pendente_teste_seco,Linha maior/intermediária; testar se a película é 3D borda preta ou full glue. Compatibilidade de pelicula nao prova compatibilidade de capinha.
pelicula_g007__redmi_note_9s__samsung_galaxy_m52,redmi_note_9s,Redmi Note 9S,samsung_galaxy_m52,Samsung Galaxy M52,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,741,,2026-07-09,pendente_teste_seco,Linha maior/intermediária; testar se a película é 3D borda preta ou full glue. Compatibilidade de pelicula nao prova compatibilidade de capinha.
pelicula_g007__redmi_note_9s__samsung_galaxy_m53,redmi_note_9s,Redmi Note 9S,samsung_galaxy_m53,Samsung Galaxy M53,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,742,,2026-07-09,pendente_teste_seco,Linha maior/intermediária; testar se a película é 3D borda preta ou full glue. Compatibilidade de pelicula nao prova compatibilidade de capinha.
pelicula_g007__redmi_note_9s__samsung_galaxy_m62,redmi_note_9s,Redmi Note 9S,samsung_galaxy_m62,Samsung Galaxy M62,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,743,,2026-07-09,pendente_teste_seco,Linha maior/intermediária; testar se a película é 3D borda preta ou full glue. Compatibilidade de pelicula nao prova compatibilidade de capinha.
pelicula_g007__samsung_galaxy_a71__samsung_galaxy_a72,samsung_galaxy_a71,Samsung Galaxy A71,samsung_galaxy_a72,Samsung Galaxy A72,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,744,,2026-07-09,pendente_teste_seco,Linha maior/intermediária; testar se a película é 3D borda preta ou full glue. Compatibilidade de pelicula nao prova compatibilidade de capinha.
pelicula_g007__samsung_galaxy_a71__samsung_galaxy_f62,samsung_galaxy_a71,Samsung Galaxy A71,samsung_galaxy_f62,Samsung Galaxy F62,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,745,,2026-07-09,pendente_teste_seco,Linha maior/intermediária; testar se a película é 3D borda preta ou full glue. Compatibilidade de pelicula nao prova compatibilidade de capinha.
pelicula_g007__samsung_galaxy_a71__samsung_galaxy_m51,samsung_galaxy_a71,Samsung Galaxy A71,samsung_galaxy_m51,Samsung Galaxy M51,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,746,,2026-07-09,pendente_teste_seco,Linha maior/intermediária; testar se a película é 3D borda preta ou full glue. Compatibilidade de pelicula nao prova compatibilidade de capinha.
pelicula_g007__samsung_galaxy_a71__samsung_galaxy_m52,samsung_galaxy_a71,Samsung Galaxy A71,samsung_galaxy_m52,Samsung Galaxy M52,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,747,,2026-07-09,pendente_teste_seco,Linha maior/intermediária; testar se a película é 3D borda preta ou full glue. Compatibilidade de pelicula nao prova compatibilidade de capinha.
pelicula_g007__samsung_galaxy_a71__samsung_galaxy_m53,samsung_galaxy_a71,Samsung Galaxy A71,samsung_galaxy_m53,Samsung Galaxy M53,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,748,,2026-07-09,pendente_teste_seco,Linha maior/intermediária; testar se a película é 3D borda preta ou full glue. Compatibilidade de pelicula nao prova compatibilidade de capinha.
pelicula_g007__samsung_galaxy_a71__samsung_galaxy_m62,samsung_galaxy_a71,Samsung Galaxy A71,samsung_galaxy_m62,Samsung Galaxy M62,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,749,,2026-07-09,pendente_teste_seco,Linha maior/intermediária; testar se a película é 3D borda preta ou full glue. Compatibilidade de pelicula nao prova compatibilidade de capinha.
pelicula_g007__samsung_galaxy_a72__samsung_galaxy_f62,samsung_galaxy_a72,Samsung Galaxy A72,samsung_galaxy_f62,Samsung Galaxy F62,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,750,,2026-07-09,pendente_teste_seco,Linha maior/intermediária; testar se a película é 3D borda preta ou full glue. Compatibilidade de pelicula nao prova compatibilidade de capinha.
pelicula_g007__samsung_galaxy_a72__samsung_galaxy_m51,samsung_galaxy_a72,Samsung Galaxy A72,samsung_galaxy_m51,Samsung Galaxy M51,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,751,,2026-07-09,pendente_teste_seco,Linha maior/intermediária; testar se a película é 3D borda preta ou full glue. Compatibilidade de pelicula nao prova compatibilidade de capinha.
pelicula_g007__samsung_galaxy_a72__samsung_galaxy_m52,samsung_galaxy_a72,Samsung Galaxy A72,samsung_galaxy_m52,Samsung Galaxy M52,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,752,,2026-07-09,pendente_teste_seco,Linha maior/intermediária; testar se a película é 3D borda preta ou full glue. Compatibilidade de pelicula nao prova compatibilidade de capinha.
pelicula_g007__samsung_galaxy_a72__samsung_galaxy_m53,samsung_galaxy_a72,Samsung Galaxy A72,samsung_galaxy_m53,Samsung Galaxy M53,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,753,,2026-07-09,pendente_teste_seco,Linha maior/intermediária; testar se a película é 3D borda preta ou full glue. Compatibilidade de pelicula nao prova compatibilidade de capinha.
pelicula_g007__samsung_galaxy_a72__samsung_galaxy_m62,samsung_galaxy_a72,Samsung Galaxy A72,samsung_galaxy_m62,Samsung Galaxy M62,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,754,,2026-07-09,pendente_teste_seco,Linha maior/intermediária; testar se a película é 3D borda preta ou full glue. Compatibilidade de pelicula nao prova compatibilidade de capinha.
pelicula_g007__samsung_galaxy_f62__samsung_galaxy_m51,samsung_galaxy_f62,Samsung Galaxy F62,samsung_galaxy_m51,Samsung Galaxy M51,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,755,,2026-07-09,pendente_teste_seco,Linha maior/intermediária; testar se a película é 3D borda preta ou full glue. Compatibilidade de pelicula nao prova compatibilidade de capinha.
pelicula_g007__samsung_galaxy_f62__samsung_galaxy_m52,samsung_galaxy_f62,Samsung Galaxy F62,samsung_galaxy_m52,Samsung Galaxy M52,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,756,,2026-07-09,pendente_teste_seco,Linha maior/intermediária; testar se a película é 3D borda preta ou full glue. Compatibilidade de pelicula nao prova compatibilidade de capinha.
pelicula_g007__samsung_galaxy_f62__samsung_galaxy_m53,samsung_galaxy_f62,Samsung Galaxy F62,samsung_galaxy_m53,Samsung Galaxy M53,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,757,,2026-07-09,pendente_teste_seco,Linha maior/intermediária; testar se a película é 3D borda preta ou full glue. Compatibilidade de pelicula nao prova compatibilidade de capinha.
pelicula_g007__samsung_galaxy_f62__samsung_galaxy_m62,samsung_galaxy_f62,Samsung Galaxy F62,samsung_galaxy_m62,Samsung Galaxy M62,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,758,,2026-07-09,pendente_teste_seco,Linha maior/intermediária; testar se a película é 3D borda preta ou full glue. Compatibilidade de pelicula nao prova compatibilidade de capinha.
pelicula_g007__samsung_galaxy_m51__samsung_galaxy_m52,samsung_galaxy_m51,Samsung Galaxy M51,samsung_galaxy_m52,Samsung Galaxy M52,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,759,,2026-07-09,pendente_teste_seco,Linha maior/intermediária; testar se a película é 3D borda preta ou full glue. Compatibilidade de pelicula nao prova compatibilidade de capinha.
pelicula_g007__samsung_galaxy_m51__samsung_galaxy_m53,samsung_galaxy_m51,Samsung Galaxy M51,samsung_galaxy_m53,Samsung Galaxy M53,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,760,,2026-07-09,pendente_teste_seco,Linha maior/intermediária; testar se a película é 3D borda preta ou full glue. Compatibilidade de pelicula nao prova compatibilidade de capinha.
pelicula_g007__samsung_galaxy_m51__samsung_galaxy_m62,samsung_galaxy_m51,Samsung Galaxy M51,samsung_galaxy_m62,Samsung Galaxy M62,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,761,,2026-07-09,pendente_teste_seco,Linha maior/intermediária; testar se a película é 3D borda preta ou full glue. Compatibilidade de pelicula nao prova compatibilidade de capinha.
pelicula_g007__samsung_galaxy_m52__samsung_galaxy_m53,samsung_galaxy_m52,Samsung Galaxy M52,samsung_galaxy_m53,Samsung Galaxy M53,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,762,,2026-07-09,pendente_teste_seco,Linha maior/intermediária; testar se a película é 3D borda preta ou full glue. Compatibilidade de pelicula nao prova compatibilidade de capinha.
pelicula_g007__samsung_galaxy_m52__samsung_galaxy_m62,samsung_galaxy_m52,Samsung Galaxy M52,samsung_galaxy_m62,Samsung Galaxy M62,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,763,,2026-07-09,pendente_teste_seco,Linha maior/intermediária; testar se a película é 3D borda preta ou full glue. Compatibilidade de pelicula nao prova compatibilidade de capinha.
pelicula_g007__samsung_galaxy_m53__samsung_galaxy_m62,samsung_galaxy_m53,Samsung Galaxy M53,samsung_galaxy_m62,Samsung Galaxy M62,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,764,,2026-07-09,pendente_teste_seco,Linha maior/intermediária; testar se a película é 3D borda preta ou full glue. Compatibilidade de pelicula nao prova compatibilidade de capinha.
pelicula_g008__motorola_moto_g05__motorola_moto_g15,motorola_moto_g05,Motorola Moto G05,motorola_moto_g15,Motorola Moto G15,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,765,,2026-07-09,pendente_teste_seco,Coringa atual para Motorola/Realme. Conferir sensor/câmera antes de colar. Compatibilidade de pelicula nao prova compatibilidade de capinha.
pelicula_g008__motorola_moto_g05__motorola_moto_g35,motorola_moto_g05,Motorola Moto G05,motorola_moto_g35,Motorola Moto G35,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,766,,2026-07-09,pendente_teste_seco,Coringa atual para Motorola/Realme. Conferir sensor/câmera antes de colar. Compatibilidade de pelicula nao prova compatibilidade de capinha.
pelicula_g008__motorola_moto_g05__motorola_moto_g36,motorola_moto_g05,Motorola Moto G05,motorola_moto_g36,Motorola Moto G36,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,767,,2026-07-09,pendente_teste_seco,Coringa atual para Motorola/Realme. Conferir sensor/câmera antes de colar. Compatibilidade de pelicula nao prova compatibilidade de capinha.
pelicula_g008__motorola_moto_g05__motorola_moto_g56,motorola_moto_g05,Motorola Moto G05,motorola_moto_g56,Motorola Moto G56,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,768,,2026-07-09,pendente_teste_seco,Coringa atual para Motorola/Realme. Conferir sensor/câmera antes de colar. Compatibilidade de pelicula nao prova compatibilidade de capinha.
pelicula_g008__motorola_moto_g05__motorola_moto_g75,motorola_moto_g05,Motorola Moto G05,motorola_moto_g75,Motorola Moto G75,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,769,,2026-07-09,pendente_teste_seco,Coringa atual para Motorola/Realme. Conferir sensor/câmera antes de colar. Compatibilidade de pelicula nao prova compatibilidade de capinha.
pelicula_g008__motorola_moto_g05__realme_c55,motorola_moto_g05,Motorola Moto G05,realme_c55,Realme C55,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,770,,2026-07-09,pendente_teste_seco,Coringa atual para Motorola/Realme. Conferir sensor/câmera antes de colar. Compatibilidade de pelicula nao prova compatibilidade de capinha.
pelicula_g008__motorola_moto_g05__realme_c63_5g,motorola_moto_g05,Motorola Moto G05,realme_c63_5g,Realme C63 5G,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,771,,2026-07-09,pendente_teste_seco,Coringa atual para Motorola/Realme. Conferir sensor/câmera antes de colar. Compatibilidade de pelicula nao prova compatibilidade de capinha.
pelicula_g008__motorola_moto_g05__realme_c65,motorola_moto_g05,Motorola Moto G05,realme_c65,Realme C65,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,772,,2026-07-09,pendente_teste_seco,Coringa atual para Motorola/Realme. Conferir sensor/câmera antes de colar. Compatibilidade de pelicula nao prova compatibilidade de capinha.
pelicula_g008__motorola_moto_g05__realme_c67_5g,motorola_moto_g05,Motorola Moto G05,realme_c67_5g,Realme C67 5G,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,773,,2026-07-09,pendente_teste_seco,Coringa atual para Motorola/Realme. Conferir sensor/câmera antes de colar. Compatibilidade de pelicula nao prova compatibilidade de capinha.
pelicula_g008__motorola_moto_g05__realme_c75,motorola_moto_g05,Motorola Moto G05,realme_c75,Realme C75,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,774,,2026-07-09,pendente_teste_seco,Coringa atual para Motorola/Realme. Conferir sensor/câmera antes de colar. Compatibilidade de pelicula nao prova compatibilidade de capinha.
pelicula_g008__motorola_moto_g15__motorola_moto_g35,motorola_moto_g15,Motorola Moto G15,motorola_moto_g35,Motorola Moto G35,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,775,,2026-07-09,pendente_teste_seco,Coringa atual para Motorola/Realme. Conferir sensor/câmera antes de colar. Compatibilidade de pelicula nao prova compatibilidade de capinha.
pelicula_g008__motorola_moto_g15__motorola_moto_g36,motorola_moto_g15,Motorola Moto G15,motorola_moto_g36,Motorola Moto G36,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,776,,2026-07-09,pendente_teste_seco,Coringa atual para Motorola/Realme. Conferir sensor/câmera antes de colar. Compatibilidade de pelicula nao prova compatibilidade de capinha.
pelicula_g008__motorola_moto_g15__motorola_moto_g56,motorola_moto_g15,Motorola Moto G15,motorola_moto_g56,Motorola Moto G56,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,777,,2026-07-09,pendente_teste_seco,Coringa atual para Motorola/Realme. Conferir sensor/câmera antes de colar. Compatibilidade de pelicula nao prova compatibilidade de capinha.
pelicula_g008__motorola_moto_g15__motorola_moto_g75,motorola_moto_g15,Motorola Moto G15,motorola_moto_g75,Motorola Moto G75,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,778,,2026-07-09,pendente_teste_seco,Coringa atual para Motorola/Realme. Conferir sensor/câmera antes de colar. Compatibilidade de pelicula nao prova compatibilidade de capinha.
pelicula_g008__motorola_moto_g15__realme_c55,motorola_moto_g15,Motorola Moto G15,realme_c55,Realme C55,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,779,,2026-07-09,pendente_teste_seco,Coringa atual para Motorola/Realme. Conferir sensor/câmera antes de colar. Compatibilidade de pelicula nao prova compatibilidade de capinha.
pelicula_g008__motorola_moto_g15__realme_c63_5g,motorola_moto_g15,Motorola Moto G15,realme_c63_5g,Realme C63 5G,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,780,,2026-07-09,pendente_teste_seco,Coringa atual para Motorola/Realme. Conferir sensor/câmera antes de colar. Compatibilidade de pelicula nao prova compatibilidade de capinha.
pelicula_g008__motorola_moto_g15__realme_c65,motorola_moto_g15,Motorola Moto G15,realme_c65,Realme C65,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,781,,2026-07-09,pendente_teste_seco,Coringa atual para Motorola/Realme. Conferir sensor/câmera antes de colar. Compatibilidade de pelicula nao prova compatibilidade de capinha.
pelicula_g008__motorola_moto_g15__realme_c67_5g,motorola_moto_g15,Motorola Moto G15,realme_c67_5g,Realme C67 5G,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,782,,2026-07-09,pendente_teste_seco,Coringa atual para Motorola/Realme. Conferir sensor/câmera antes de colar. Compatibilidade de pelicula nao prova compatibilidade de capinha.
pelicula_g008__motorola_moto_g15__realme_c75,motorola_moto_g15,Motorola Moto G15,realme_c75,Realme C75,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,783,,2026-07-09,pendente_teste_seco,Coringa atual para Motorola/Realme. Conferir sensor/câmera antes de colar. Compatibilidade de pelicula nao prova compatibilidade de capinha.
pelicula_g008__motorola_moto_g35__motorola_moto_g36,motorola_moto_g35,Motorola Moto G35,motorola_moto_g36,Motorola Moto G36,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,784,,2026-07-09,pendente_teste_seco,Coringa atual para Motorola/Realme. Conferir sensor/câmera antes de colar. Compatibilidade de pelicula nao prova compatibilidade de capinha.
pelicula_g008__motorola_moto_g35__motorola_moto_g56,motorola_moto_g35,Motorola Moto G35,motorola_moto_g56,Motorola Moto G56,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,785,,2026-07-09,pendente_teste_seco,Coringa atual para Motorola/Realme. Conferir sensor/câmera antes de colar. Compatibilidade de pelicula nao prova compatibilidade de capinha.
pelicula_g008__motorola_moto_g35__motorola_moto_g75,motorola_moto_g35,Motorola Moto G35,motorola_moto_g75,Motorola Moto G75,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,786,,2026-07-09,pendente_teste_seco,Coringa atual para Motorola/Realme. Conferir sensor/câmera antes de colar. Compatibilidade de pelicula nao prova compatibilidade de capinha.
pelicula_g008__motorola_moto_g35__realme_c55,motorola_moto_g35,Motorola Moto G35,realme_c55,Realme C55,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,787,,2026-07-09,pendente_teste_seco,Coringa atual para Motorola/Realme. Conferir sensor/câmera antes de colar. Compatibilidade de pelicula nao prova compatibilidade de capinha.
pelicula_g008__motorola_moto_g35__realme_c63_5g,motorola_moto_g35,Motorola Moto G35,realme_c63_5g,Realme C63 5G,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,788,,2026-07-09,pendente_teste_seco,Coringa atual para Motorola/Realme. Conferir sensor/câmera antes de colar. Compatibilidade de pelicula nao prova compatibilidade de capinha.
pelicula_g008__motorola_moto_g35__realme_c65,motorola_moto_g35,Motorola Moto G35,realme_c65,Realme C65,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,789,,2026-07-09,pendente_teste_seco,Coringa atual para Motorola/Realme. Conferir sensor/câmera antes de colar. Compatibilidade de pelicula nao prova compatibilidade de capinha.
