alias_key,model_key,alias,normalized_alias,alias_type,is_ambiguous,requires_brand_context,confidence,notes
redmi_14r__14r,redmi_14r,14R,14R,short,false,false,alta,Alias curto; usar com contexto de marca quando ambiguo.
redmi_14r__redmi_14r,redmi_14r,Redmi 14R,REDMI 14R,canonical,false,false,alta,Nome canonico.
redmi_14r__rm_14r,redmi_14r,RM 14R,RM 14R,marketplace_name,false,false,alta,Alias informado na planilha de capinhas.
redmi_14r__xiaomi_redmi_14r,redmi_14r,Xiaomi Redmi 14R,XIAOMI REDMI 14R,brand_short,false,false,alta,Variante com fabricante guarda-chuva.
redmi_15__15,redmi_15,15,15,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo. Normalizado aparece em mais de um modelo.
redmi_15__redmi_15,redmi_15,Redmi 15,REDMI 15,canonical,false,false,alta,Nome canonico.
redmi_15__rm_15,redmi_15,RM 15,RM 15,marketplace_name,false,false,alta,Alias informado na planilha de capinhas.
redmi_15__xiaomi_redmi_15,redmi_15,Xiaomi Redmi 15,XIAOMI REDMI 15,brand_short,false,false,alta,Variante com fabricante guarda-chuva.
redmi_15c__15c,redmi_15c,15C,15C,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
redmi_15c__redmi_15c,redmi_15c,Redmi 15C,REDMI 15C,canonical,false,false,alta,Nome canonico.
redmi_15c__rm_15c,redmi_15c,RM 15C,RM 15C,marketplace_name,false,false,alta,Alias informado na planilha de capinhas.
redmi_15c__xiaomi_redmi_15c,redmi_15c,Xiaomi Redmi 15C,XIAOMI REDMI 15C,brand_short,false,false,alta,Variante com fabricante guarda-chuva.
redmi_8__8,redmi_8,8,8,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo. Normalizado aparece em mais de um modelo.
redmi_8__redmi_8,redmi_8,Redmi 8,REDMI 8,canonical,false,false,alta,Nome canonico.
redmi_8__rm_8,redmi_8,RM 8,RM 8,marketplace_name,false,false,alta,Alias informado na planilha de capinhas.
redmi_8__xiaomi_redmi_8,redmi_8,Xiaomi Redmi 8,XIAOMI REDMI 8,brand_short,false,false,alta,Variante com fabricante guarda-chuva.
redmi_8a__8a,redmi_8a,8A,8A,short,false,false,alta,Alias curto; usar com contexto de marca quando ambiguo.
redmi_8a__redmi_8a,redmi_8a,Redmi 8A,REDMI 8A,canonical,false,false,alta,Nome canonico.
redmi_8a__rm_8a,redmi_8a,RM 8A,RM 8A,marketplace_name,false,false,alta,Alias informado na planilha de capinhas.
redmi_8a__xiaomi_redmi_8a,redmi_8a,Xiaomi Redmi 8A,XIAOMI REDMI 8A,brand_short,false,false,alta,Variante com fabricante guarda-chuva.
redmi_9__9,redmi_9,9,9,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
redmi_9__redmi_9,redmi_9,Redmi 9,REDMI 9,canonical,false,false,alta,Nome canonico.
redmi_9__rm_9,redmi_9,RM 9,RM 9,marketplace_name,false,false,alta,Alias informado na planilha de capinhas.
redmi_9__xiaomi_redmi_9,redmi_9,Xiaomi Redmi 9,XIAOMI REDMI 9,brand_short,false,false,alta,Variante com fabricante guarda-chuva.
redmi_9a__9a,redmi_9a,9A,9A,short,false,false,alta,Alias curto; usar com contexto de marca quando ambiguo.
redmi_9a__redmi_9a,redmi_9a,Redmi 9A,REDMI 9A,canonical,false,false,alta,Nome canonico.
redmi_9a__rm_9a,redmi_9a,RM 9A,RM 9A,marketplace_name,false,false,alta,Alias informado na planilha de capinhas.
redmi_9a__xiaomi_redmi_9a,redmi_9a,Xiaomi Redmi 9A,XIAOMI REDMI 9A,brand_short,false,false,alta,Variante com fabricante guarda-chuva.
redmi_9a_sport__9a_sport,redmi_9a_sport,9A Sport,9A SPORT,short,false,false,alta,Alias curto; usar com contexto de marca quando ambiguo.
redmi_9a_sport__redmi_9a_sport,redmi_9a_sport,Redmi 9A Sport,REDMI 9A SPORT,canonical,false,false,alta,Nome canonico.
redmi_9a_sport__xiaomi_redmi_9a_sport,redmi_9a_sport,Xiaomi Redmi 9A Sport,XIAOMI REDMI 9A SPORT,brand_short,false,false,alta,Variante com fabricante guarda-chuva.
redmi_9c__9c,redmi_9c,9C,9C,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
redmi_9c__redmi_9c,redmi_9c,Redmi 9C,REDMI 9C,canonical,false,false,alta,Nome canonico.
redmi_9c__rm_9c,redmi_9c,RM 9C,RM 9C,marketplace_name,false,false,alta,Alias informado na planilha de capinhas.
redmi_9c__xiaomi_redmi_9c,redmi_9c,Xiaomi Redmi 9C,XIAOMI REDMI 9C,brand_short,false,false,alta,Variante com fabricante guarda-chuva.
redmi_9i__9i,redmi_9i,9I,9I,short,false,false,alta,Alias curto; usar com contexto de marca quando ambiguo.
redmi_9i__redmi_9i,redmi_9i,Redmi 9I,REDMI 9I,canonical,false,false,alta,Nome canonico.
redmi_9i__rm_9i,redmi_9i,RM 9I,RM 9I,marketplace_name,false,false,alta,Alias informado na planilha de capinhas.
redmi_9i__xiaomi_redmi_9i,redmi_9i,Xiaomi Redmi 9I,XIAOMI REDMI 9I,brand_short,false,false,alta,Variante com fabricante guarda-chuva.
redmi_9i_sport__9i_sport,redmi_9i_sport,9I Sport,9I SPORT,short,false,false,alta,Alias curto; usar com contexto de marca quando ambiguo.
redmi_9i_sport__9isport,redmi_9i_sport,9ISport,9ISPORT,common_typo,false,false,alta,Alias informado na planilha de capinhas.
redmi_9i_sport__redmi_9i_sport,redmi_9i_sport,Redmi 9I Sport,REDMI 9I SPORT,canonical,false,false,alta,Nome canonico.
redmi_9i_sport__rm_9i_sport,redmi_9i_sport,RM 9I Sport,RM 9I SPORT,marketplace_name,false,false,alta,Alias informado na planilha de capinhas.
redmi_9i_sport__xiaomi_redmi_9i_sport,redmi_9i_sport,Xiaomi Redmi 9I Sport,XIAOMI REDMI 9I SPORT,brand_short,false,false,alta,Variante com fabricante guarda-chuva.
redmi_9t__9t,redmi_9t,9T,9T,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
redmi_9t__redmi_9t,redmi_9t,Redmi 9T,REDMI 9T,canonical,false,false,alta,Nome canonico.
redmi_9t__rm_9t,redmi_9t,RM 9T,RM 9T,marketplace_name,false,false,alta,Alias informado na planilha de capinhas.
redmi_9t__xiaomi_redmi_9t,redmi_9t,Xiaomi Redmi 9T,XIAOMI REDMI 9T,brand_short,false,false,alta,Variante com fabricante guarda-chuva.
redmi_a2_plus__a2_plus,redmi_a2_plus,A2 Plus,A2 PLUS,short,false,false,alta,Alias curto; usar com contexto de marca quando ambiguo.
redmi_a2_plus__a2plus,redmi_a2_plus,A2Plus,A2PLUS,common_typo,false,false,alta,Alias informado na planilha de capinhas.
redmi_a2_plus__redmi_a2_plus,redmi_a2_plus,Redmi A2 Plus,REDMI A2 PLUS,canonical,false,false,alta,Nome canonico.
redmi_a2_plus__rm_a2_plus,redmi_a2_plus,RM A2 Plus,RM A2 PLUS,marketplace_name,false,false,alta,Alias informado na planilha de capinhas.
redmi_a2_plus__xiaomi_redmi_a2_plus,redmi_a2_plus,Xiaomi Redmi A2 Plus,XIAOMI REDMI A2 PLUS,brand_short,false,false,alta,Variante com fabricante guarda-chuva.
redmi_a3__a3,redmi_a3,A3,A3,short,false,false,alta,Alias curto; usar com contexto de marca quando ambiguo.
redmi_a3__redmi_a3,redmi_a3,Redmi A3,REDMI A3,canonical,false,false,alta,Nome canonico.
redmi_a3__rm_a3,redmi_a3,RM A3,RM A3,marketplace_name,false,false,alta,Alias informado na planilha de capinhas.
redmi_a3__xiaomi_redmi_a3,redmi_a3,Xiaomi Redmi A3,XIAOMI REDMI A3,brand_short,false,false,alta,Variante com fabricante guarda-chuva.
redmi_a4__a4,redmi_a4,A4,A4,short,false,false,alta,Alias curto; usar com contexto de marca quando ambiguo.
redmi_a4__redmi_a4,redmi_a4,Redmi A4,REDMI A4,canonical,false,false,alta,Nome canonico.
redmi_a4__rm_a4,redmi_a4,RM A4,RM A4,marketplace_name,false,false,alta,Alias informado na planilha de capinhas.
redmi_a4__xiaomi_redmi_a4,redmi_a4,Xiaomi Redmi A4,XIAOMI REDMI A4,brand_short,false,false,alta,Variante com fabricante guarda-chuva.
redmi_a5__a5,redmi_a5,A5,A5,short,false,false,alta,Alias curto; usar com contexto de marca quando ambiguo.
redmi_a5__redmi_a5,redmi_a5,Redmi A5,REDMI A5,canonical,false,false,alta,Nome canonico.
redmi_a5__rm_a5,redmi_a5,RM A5,RM A5,marketplace_name,false,false,alta,Alias informado na planilha de capinhas.
redmi_a5__xiaomi_redmi_a5,redmi_a5,Xiaomi Redmi A5,XIAOMI REDMI A5,brand_short,false,false,alta,Variante com fabricante guarda-chuva.
redmi_note_10__note_10,redmi_note_10,Note 10,NOTE 10,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo. Normalizado aparece em mais de um modelo.
redmi_note_10__note10,redmi_note_10,Note10,NOTE10,common_typo,true,true,media,Alias informado na planilha de capinhas. Normalizado aparece em mais de um modelo.
redmi_note_10__redmi_note_10,redmi_note_10,Redmi Note 10,REDMI NOTE 10,canonical,false,false,alta,Nome canonico.
redmi_note_10__rm_note_10,redmi_note_10,RM Note 10,RM NOTE 10,marketplace_name,false,false,alta,Alias informado na planilha de capinhas.
redmi_note_10__xiaomi_redmi_note_10,redmi_note_10,Xiaomi Redmi Note 10,XIAOMI REDMI NOTE 10,brand_short,false,false,alta,Variante com fabricante guarda-chuva.
redmi_note_10_4g__note_10_4g,redmi_note_10_4g,Note 10 4G,NOTE 10 4G,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
redmi_note_10_4g__note104g,redmi_note_10_4g,Note104G,NOTE104G,common_typo,false,false,alta,Alias informado na planilha de capinhas.
redmi_note_10_4g__redmi_note_10_4g,redmi_note_10_4g,Redmi Note 10 4G,REDMI NOTE 10 4G,canonical,false,false,alta,Nome canonico.
redmi_note_10_4g__rm_note_10_4g,redmi_note_10_4g,RM Note 10 4G,RM NOTE 10 4G,marketplace_name,false,false,alta,Alias informado na planilha de capinhas.
redmi_note_10_4g__xiaomi_redmi_note_10_4g,redmi_note_10_4g,Xiaomi Redmi Note 10 4G,XIAOMI REDMI NOTE 10 4G,brand_short,false,false,alta,Variante com fabricante guarda-chuva.
redmi_note_10_lite__note_10_lite,redmi_note_10_lite,Note 10 Lite,NOTE 10 LITE,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo. Normalizado aparece em mais de um modelo.
redmi_note_10_lite__note10lite,redmi_note_10_lite,Note10Lite,NOTE10LITE,common_typo,true,true,media,Alias informado na planilha de capinhas. Normalizado aparece em mais de um modelo.
redmi_note_10_lite__redmi_note_10_lite,redmi_note_10_lite,Redmi Note 10 Lite,REDMI NOTE 10 LITE,canonical,false,false,alta,Nome canonico.
redmi_note_10_lite__rm_note_10_lite,redmi_note_10_lite,RM Note 10 Lite,RM NOTE 10 LITE,marketplace_name,false,false,alta,Alias informado na planilha de capinhas.
redmi_note_10_lite__xiaomi_redmi_note_10_lite,redmi_note_10_lite,Xiaomi Redmi Note 10 Lite,XIAOMI REDMI NOTE 10 LITE,brand_short,false,false,alta,Variante com fabricante guarda-chuva.
redmi_note_10_pro__note_10_pro,redmi_note_10_pro,Note 10 Pro,NOTE 10 PRO,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
redmi_note_10_pro__note10pro,redmi_note_10_pro,Note10Pro,NOTE10PRO,common_typo,false,false,alta,Alias informado na planilha de capinhas.
redmi_note_10_pro__redmi_note_10_pro,redmi_note_10_pro,Redmi Note 10 Pro,REDMI NOTE 10 PRO,canonical,false,false,alta,Nome canonico.
redmi_note_10_pro__rm_note_10_pro,redmi_note_10_pro,RM Note 10 Pro,RM NOTE 10 PRO,marketplace_name,false,false,alta,Alias informado na planilha de capinhas.
redmi_note_10_pro__xiaomi_redmi_note_10_pro,redmi_note_10_pro,Xiaomi Redmi Note 10 Pro,XIAOMI REDMI NOTE 10 PRO,brand_short,false,false,alta,Variante com fabricante guarda-chuva.
redmi_note_10s__note_10s,redmi_note_10s,Note 10S,NOTE 10S,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
redmi_note_10s__note10s,redmi_note_10s,Note10S,NOTE10S,common_typo,false,false,alta,Alias informado na planilha de capinhas.
redmi_note_10s__redmi_note_10s,redmi_note_10s,Redmi Note 10S,REDMI NOTE 10S,canonical,false,false,alta,Nome canonico.
redmi_note_10s__rm_note_10s,redmi_note_10s,RM Note 10S,RM NOTE 10S,marketplace_name,false,false,alta,Alias informado na planilha de capinhas.
redmi_note_10s__xiaomi_redmi_note_10s,redmi_note_10s,Xiaomi Redmi Note 10S,XIAOMI REDMI NOTE 10S,brand_short,false,false,alta,Variante com fabricante guarda-chuva.
redmi_note_11__note_11,redmi_note_11,Note 11,NOTE 11,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
redmi_note_11__note11,redmi_note_11,Note11,NOTE11,common_typo,false,false,alta,Alias informado na planilha de capinhas.
redmi_note_11__redmi_note_11,redmi_note_11,Redmi Note 11,REDMI NOTE 11,canonical,false,false,alta,Nome canonico.
redmi_note_11__rm_note_11,redmi_note_11,RM Note 11,RM NOTE 11,marketplace_name,false,false,alta,Alias informado na planilha de capinhas.
redmi_note_11__xiaomi_redmi_note_11,redmi_note_11,Xiaomi Redmi Note 11,XIAOMI REDMI NOTE 11,brand_short,false,false,alta,Variante com fabricante guarda-chuva.
redmi_note_11_4g__note_11_4g,redmi_note_11_4g,Note 11 4G,NOTE 11 4G,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
redmi_note_11_4g__note114g,redmi_note_11_4g,Note114G,NOTE114G,common_typo,false,false,alta,Alias informado na planilha de capinhas.
redmi_note_11_4g__redmi_note_11_4g,redmi_note_11_4g,Redmi Note 11 4G,REDMI NOTE 11 4G,canonical,false,false,alta,Nome canonico.
redmi_note_11_4g__rm_note_11_4g,redmi_note_11_4g,RM Note 11 4G,RM NOTE 11 4G,marketplace_name,false,false,alta,Alias informado na planilha de capinhas.
redmi_note_11_4g__xiaomi_redmi_note_11_4g,redmi_note_11_4g,Xiaomi Redmi Note 11 4G,XIAOMI REDMI NOTE 11 4G,brand_short,false,false,alta,Variante com fabricante guarda-chuva.
redmi_note_11_pro__note_11_pro,redmi_note_11_pro,Note 11 Pro,NOTE 11 PRO,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
redmi_note_11_pro__note11pro,redmi_note_11_pro,Note11Pro,NOTE11PRO,common_typo,false,false,alta,Alias informado na planilha de capinhas.
redmi_note_11_pro__redmi_note_11_pro,redmi_note_11_pro,Redmi Note 11 Pro,REDMI NOTE 11 PRO,canonical,false,false,alta,Nome canonico.
redmi_note_11_pro__rm_note_11_pro,redmi_note_11_pro,RM Note 11 Pro,RM NOTE 11 PRO,marketplace_name,false,false,alta,Alias informado na planilha de capinhas.
redmi_note_11_pro__xiaomi_redmi_note_11_pro,redmi_note_11_pro,Xiaomi Redmi Note 11 Pro,XIAOMI REDMI NOTE 11 PRO,brand_short,false,false,alta,Variante com fabricante guarda-chuva.
redmi_note_11s__note_11s,redmi_note_11s,Note 11S,NOTE 11S,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
redmi_note_11s__note11s,redmi_note_11s,Note11S,NOTE11S,common_typo,false,false,alta,Alias informado na planilha de capinhas.
redmi_note_11s__redmi_note_11s,redmi_note_11s,Redmi Note 11S,REDMI NOTE 11S,canonical,false,false,alta,Nome canonico.
redmi_note_11s__rm_note_11s,redmi_note_11s,RM Note 11S,RM NOTE 11S,marketplace_name,false,false,alta,Alias informado na planilha de capinhas.
redmi_note_11s__xiaomi_redmi_note_11s,redmi_note_11s,Xiaomi Redmi Note 11S,XIAOMI REDMI NOTE 11S,brand_short,false,false,alta,Variante com fabricante guarda-chuva.
redmi_note_11t_5g__note_11t_5g,redmi_note_11t_5g,Note 11T 5G,NOTE 11T 5G,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
redmi_note_11t_5g__note11t5g,redmi_note_11t_5g,Note11T5G,NOTE11T5G,common_typo,false,false,alta,Alias informado na planilha de capinhas.
redmi_note_11t_5g__redmi_note_11t_5g,redmi_note_11t_5g,Redmi Note 11T 5G,REDMI NOTE 11T 5G,canonical,false,false,alta,Nome canonico.
redmi_note_11t_5g__rm_note_11t_5g,redmi_note_11t_5g,RM Note 11T 5G,RM NOTE 11T 5G,marketplace_name,false,false,alta,Alias informado na planilha de capinhas.
redmi_note_11t_5g__xiaomi_redmi_note_11t_5g,redmi_note_11t_5g,Xiaomi Redmi Note 11T 5G,XIAOMI REDMI NOTE 11T 5G,brand_short,false,false,alta,Variante com fabricante guarda-chuva.
redmi_note_12__note_12,redmi_note_12,Note 12,NOTE 12,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
redmi_note_12__note12,redmi_note_12,Note12,NOTE12,common_typo,false,false,alta,Alias informado na planilha de capinhas.
redmi_note_12__redmi_note_12,redmi_note_12,Redmi Note 12,REDMI NOTE 12,canonical,false,false,alta,Nome canonico.
redmi_note_12__rm_note_12,redmi_note_12,RM Note 12,RM NOTE 12,marketplace_name,false,false,alta,Alias informado na planilha de capinhas.
redmi_note_12__xiaomi_redmi_note_12,redmi_note_12,Xiaomi Redmi Note 12,XIAOMI REDMI NOTE 12,brand_short,false,false,alta,Variante com fabricante guarda-chuva.
redmi_note_12_4g__note_12_4g,redmi_note_12_4g,Note 12 4G,NOTE 12 4G,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
redmi_note_12_4g__note124g,redmi_note_12_4g,Note124G,NOTE124G,common_typo,false,false,alta,Alias informado na planilha de capinhas.
redmi_note_12_4g__redmi_note_12_4g,redmi_note_12_4g,Redmi Note 12 4G,REDMI NOTE 12 4G,canonical,false,false,alta,Nome canonico.
redmi_note_12_4g__rm_note_12_4g,redmi_note_12_4g,RM Note 12 4G,RM NOTE 12 4G,marketplace_name,false,false,alta,Alias informado na planilha de capinhas.
redmi_note_12_4g__xiaomi_redmi_note_12_4g,redmi_note_12_4g,Xiaomi Redmi Note 12 4G,XIAOMI REDMI NOTE 12 4G,brand_short,false,false,alta,Variante com fabricante guarda-chuva.
redmi_note_12_5g__note_12_5g,redmi_note_12_5g,Note 12 5G,NOTE 12 5G,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
redmi_note_12_5g__note125g,redmi_note_12_5g,Note125G,NOTE125G,common_typo,false,false,alta,Alias informado na planilha de capinhas.
redmi_note_12_5g__redmi_note_12_5g,redmi_note_12_5g,Redmi Note 12 5G,REDMI NOTE 12 5G,canonical,false,false,alta,Nome canonico.
redmi_note_12_5g__rm_note_12_5g,redmi_note_12_5g,RM Note 12 5G,RM NOTE 12 5G,marketplace_name,false,false,alta,Alias informado na planilha de capinhas.
redmi_note_12_5g__xiaomi_redmi_note_12_5g,redmi_note_12_5g,Xiaomi Redmi Note 12 5G,XIAOMI REDMI NOTE 12 5G,brand_short,false,false,alta,Variante com fabricante guarda-chuva.
redmi_note_12_pro__note_12_pro,redmi_note_12_pro,Note 12 Pro,NOTE 12 PRO,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
redmi_note_12_pro__note12pro,redmi_note_12_pro,Note12Pro,NOTE12PRO,common_typo,false,false,alta,Alias informado na planilha de capinhas.
redmi_note_12_pro__redmi_note_12_pro,redmi_note_12_pro,Redmi Note 12 Pro,REDMI NOTE 12 PRO,canonical,false,false,alta,Nome canonico.
redmi_note_12_pro__rm_note_12_pro,redmi_note_12_pro,RM Note 12 Pro,RM NOTE 12 PRO,marketplace_name,false,false,alta,Alias informado na planilha de capinhas.
redmi_note_12_pro__xiaomi_redmi_note_12_pro,redmi_note_12_pro,Xiaomi Redmi Note 12 Pro,XIAOMI REDMI NOTE 12 PRO,brand_short,false,false,alta,Variante com fabricante guarda-chuva.
redmi_note_12_pro_4g__note_12_pro_4g,redmi_note_12_pro_4g,Note 12 Pro 4G,NOTE 12 PRO 4G,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
redmi_note_12_pro_4g__note12pro4g,redmi_note_12_pro_4g,Note12Pro4G,NOTE12PRO4G,common_typo,false,false,alta,Alias informado na planilha de capinhas.
redmi_note_12_pro_4g__redmi_note_12_pro_4g,redmi_note_12_pro_4g,Redmi Note 12 Pro 4G,REDMI NOTE 12 PRO 4G,canonical,false,false,alta,Nome canonico.
redmi_note_12_pro_4g__rm_note_12_pro_4g,redmi_note_12_pro_4g,RM Note 12 Pro 4G,RM NOTE 12 PRO 4G,marketplace_name,false,false,alta,Alias informado na planilha de capinhas.
redmi_note_12_pro_4g__xiaomi_redmi_note_12_pro_4g,redmi_note_12_pro_4g,Xiaomi Redmi Note 12 Pro 4G,XIAOMI REDMI NOTE 12 PRO 4G,brand_short,false,false,alta,Variante com fabricante guarda-chuva.
redmi_note_12_pro_5g__note_12_pro_5g,redmi_note_12_pro_5g,Note 12 Pro 5G,NOTE 12 PRO 5G,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
redmi_note_12_pro_5g__note12pro5g,redmi_note_12_pro_5g,Note12Pro5G,NOTE12PRO5G,common_typo,false,false,alta,Alias informado na planilha de capinhas.
redmi_note_12_pro_5g__redmi_note_12_pro_5g,redmi_note_12_pro_5g,Redmi Note 12 Pro 5G,REDMI NOTE 12 PRO 5G,canonical,false,false,alta,Nome canonico.
redmi_note_12_pro_5g__rm_note_12_pro_5g,redmi_note_12_pro_5g,RM Note 12 Pro 5G,RM NOTE 12 PRO 5G,marketplace_name,false,false,alta,Alias informado na planilha de capinhas.
redmi_note_12_pro_5g__xiaomi_redmi_note_12_pro_5g,redmi_note_12_pro_5g,Xiaomi Redmi Note 12 Pro 5G,XIAOMI REDMI NOTE 12 PRO 5G,brand_short,false,false,alta,Variante com fabricante guarda-chuva.
redmi_note_12s__note_12s,redmi_note_12s,Note 12S,NOTE 12S,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
redmi_note_12s__note12s,redmi_note_12s,Note12S,NOTE12S,common_typo,false,false,alta,Alias informado na planilha de capinhas.
redmi_note_12s__redmi_note_12s,redmi_note_12s,Redmi Note 12S,REDMI NOTE 12S,canonical,false,false,alta,Nome canonico.
redmi_note_12s__rm_note_12s,redmi_note_12s,RM Note 12S,RM NOTE 12S,marketplace_name,false,false,alta,Alias informado na planilha de capinhas.
redmi_note_12s__xiaomi_redmi_note_12s,redmi_note_12s,Xiaomi Redmi Note 12S,XIAOMI REDMI NOTE 12S,brand_short,false,false,alta,Variante com fabricante guarda-chuva.
redmi_note_13__note_13,redmi_note_13,Note 13,NOTE 13,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
redmi_note_13__note13,redmi_note_13,Note13,NOTE13,common_typo,false,false,alta,Alias informado na planilha de capinhas.
redmi_note_13__redmi_note_13,redmi_note_13,Redmi Note 13,REDMI NOTE 13,canonical,false,false,alta,Nome canonico.
redmi_note_13__rm_note_13,redmi_note_13,RM Note 13,RM NOTE 13,marketplace_name,false,false,alta,Alias informado na planilha de capinhas.
redmi_note_13__xiaomi_redmi_note_13,redmi_note_13,Xiaomi Redmi Note 13,XIAOMI REDMI NOTE 13,brand_short,false,false,alta,Variante com fabricante guarda-chuva.
redmi_note_13_4g__note_13_4g,redmi_note_13_4g,Note 13 4G,NOTE 13 4G,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
redmi_note_13_4g__note134g,redmi_note_13_4g,Note134G,NOTE134G,common_typo,false,false,alta,Alias informado na planilha de capinhas.
redmi_note_13_4g__redmi_note_13_4g,redmi_note_13_4g,Redmi Note 13 4G,REDMI NOTE 13 4G,canonical,false,false,alta,Nome canonico.
redmi_note_13_4g__rm_note_13_4g,redmi_note_13_4g,RM Note 13 4G,RM NOTE 13 4G,marketplace_name,false,false,alta,Alias informado na planilha de capinhas.
redmi_note_13_4g__xiaomi_redmi_note_13_4g,redmi_note_13_4g,Xiaomi Redmi Note 13 4G,XIAOMI REDMI NOTE 13 4G,brand_short,false,false,alta,Variante com fabricante guarda-chuva.
redmi_note_13_pro__note_13_pro,redmi_note_13_pro,Note 13 Pro,NOTE 13 PRO,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
redmi_note_13_pro__note13pro,redmi_note_13_pro,Note13Pro,NOTE13PRO,common_typo,false,false,alta,Alias informado na planilha de capinhas.
redmi_note_13_pro__redmi_note_13_pro,redmi_note_13_pro,Redmi Note 13 Pro,REDMI NOTE 13 PRO,canonical,false,false,alta,Nome canonico.
redmi_note_13_pro__rm_note_13_pro,redmi_note_13_pro,RM Note 13 Pro,RM NOTE 13 PRO,marketplace_name,false,false,alta,Alias informado na planilha de capinhas.
redmi_note_13_pro__xiaomi_redmi_note_13_pro,redmi_note_13_pro,Xiaomi Redmi Note 13 Pro,XIAOMI REDMI NOTE 13 PRO,brand_short,false,false,alta,Variante com fabricante guarda-chuva.
redmi_note_13_pro_4g__note_13_pro_4g,redmi_note_13_pro_4g,Note 13 Pro 4G,NOTE 13 PRO 4G,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
redmi_note_13_pro_4g__note13pro4g,redmi_note_13_pro_4g,Note13Pro4G,NOTE13PRO4G,common_typo,false,false,alta,Alias informado na planilha de capinhas.
redmi_note_13_pro_4g__redmi_note_13_pro_4g,redmi_note_13_pro_4g,Redmi Note 13 Pro 4G,REDMI NOTE 13 PRO 4G,canonical,false,false,alta,Nome canonico.
redmi_note_13_pro_4g__rm_note_13_pro_4g,redmi_note_13_pro_4g,RM Note 13 Pro 4G,RM NOTE 13 PRO 4G,marketplace_name,false,false,alta,Alias informado na planilha de capinhas.
redmi_note_13_pro_4g__xiaomi_redmi_note_13_pro_4g,redmi_note_13_pro_4g,Xiaomi Redmi Note 13 Pro 4G,XIAOMI REDMI NOTE 13 PRO 4G,brand_short,false,false,alta,Variante com fabricante guarda-chuva.
redmi_note_14__note_14,redmi_note_14,Note 14,NOTE 14,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
redmi_note_14__note14,redmi_note_14,Note14,NOTE14,common_typo,false,false,alta,Alias informado na planilha de capinhas.
redmi_note_14__redmi_note_14,redmi_note_14,Redmi Note 14,REDMI NOTE 14,canonical,false,false,alta,Nome canonico.
redmi_note_14__rm_note_14,redmi_note_14,RM Note 14,RM NOTE 14,marketplace_name,false,false,alta,Alias informado na planilha de capinhas.
redmi_note_14__xiaomi_redmi_note_14,redmi_note_14,Xiaomi Redmi Note 14,XIAOMI REDMI NOTE 14,brand_short,false,false,alta,Variante com fabricante guarda-chuva.
redmi_note_14_pro__note_14_pro,redmi_note_14_pro,Note 14 Pro,NOTE 14 PRO,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
redmi_note_14_pro__note14pro,redmi_note_14_pro,Note14Pro,NOTE14PRO,common_typo,false,false,alta,Alias informado na planilha de capinhas.
redmi_note_14_pro__redmi_note_14_pro,redmi_note_14_pro,Redmi Note 14 Pro,REDMI NOTE 14 PRO,canonical,false,false,alta,Nome canonico.
redmi_note_14_pro__rm_note_14_pro,redmi_note_14_pro,RM Note 14 Pro,RM NOTE 14 PRO,marketplace_name,false,false,alta,Alias informado na planilha de capinhas.
redmi_note_14_pro__xiaomi_redmi_note_14_pro,redmi_note_14_pro,Xiaomi Redmi Note 14 Pro,XIAOMI REDMI NOTE 14 PRO,brand_short,false,false,alta,Variante com fabricante guarda-chuva.
redmi_note_14_pro_plus__note_14_pro_plus,redmi_note_14_pro_plus,Note 14 Pro Plus,NOTE 14 PRO PLUS,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
redmi_note_14_pro_plus__note14proplus,redmi_note_14_pro_plus,Note14ProPlus,NOTE14PROPLUS,common_typo,false,false,alta,Alias informado na planilha de capinhas.
